Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
redandblack_15.ply,Distorted but identifiable,Low,Low,High,None,Medium,None,None,None,None,5.1640625,5,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a high level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
redandblack_16.ply,Barely Identifiable,Low,Low,Severe,None,High,None,None,None,None,3.709615385,4,Poor,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a severe level of noise, and no perceptible blurriness, and geometric ones include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
redandblack_17.ply,Completely Damaged,Low,Low,Severe,None,Severe,None,None,None,None,2.141666667,2,Bad,"Considering this point cloud, the texture is completely damaged. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a severe level of noise, and no perceptible blurriness, whereas geometric effects involve a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
redandblack_18.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.191666667,8,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
redandblack_19.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,6.85,7,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
redandblack_20.ply,Distorted but identifiable,Low,Medium,Medium,None,Medium,None,None,None,None,6.144132653,6,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
redandblack_21.ply,Distorted but identifiable,Low,Medium,High,None,High,None,None,None,None,4.6484375,5,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
redandblack_22.ply,Completely Damaged,Severe,Medium,Medium,None,Severe,Severe,None,None,None,"
","
","
","In this point cloud, the texture is completely damaged. Photometric distortions include a severe level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a severe level of point density distortion, a severe level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as nan."
redandblack_23.ply,Completely Damaged,High,High,High,None,Severe,None,None,None,None,1.433333333,1,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a high level of brightness distortion, a high level of color distortion, a high level of noise, and no perceptible blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
redandblack_24.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.2578125,8,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
redandblack_25.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,7.3515625,7,Good,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
redandblack_26.ply,Distorted but identifiable,Low,Low,High,Low,Medium,Low,None,None,None,5.579081633,6,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
redandblack_27.ply,Completely Damaged,Low,Low,High,Medium,High,Low,None,None,None,2.4375,2,Bad,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness, and geometric ones include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
redandblack_28.ply,Completely Damaged,Low,Low,Severe,High,Severe,Medium,None,None,None,2.275,2,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a severe level of noise, and a high level of blurriness; on the geometric side, we observe a severe level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
redandblack_29.ply,Completely Damaged,Low,Low,Severe,Severe,Severe,High,None,None,None,1,1,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a severe level of noise, and a severe level of blurriness. Geometric artifacts such as a severe level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
redandblack_30.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.125,8,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
redandblack_31.ply,Slightly distorted but identifiable,Medium,Low,Medium,None,Low,None,None,None,None,6.441666667,6,Fair,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
redandblack_32.ply,Distorted but identifiable,Medium,Low,Medium,Medium,Medium,None,None,None,None,5.9609375,6,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and a medium level of blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
redandblack_33.ply,Barely Identifiable,Medium,Low,Medium,High,Low,Low,None,None,None,3.394132653,3,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
redandblack_34.ply,Completely Damaged,Medium,Low,Medium,Severe,Low,Medium,None,None,None,1.866666667,2,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and a severe level of blurriness. Geometric artifacts such as a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
redandblack_35.ply,Completely Damaged,Medium,Low,High,Severe,Low,Medium,None,None,None,1.848076923,2,Bad,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a medium level of brightness distortion, a low level of color distortion, a high level of noise, and a severe level of blurriness, and geometric ones include a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
redandblack_36.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.375,8,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
redandblack_37.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,None,None,None,None,7.066326531,7,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
redandblack_38.ply,Distorted but identifiable,Medium,Low,Medium,Medium,Medium,None,None,None,None,5.15,5,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
redandblack_39.ply,Barely Identifiable,Medium,Low,High,High,Low,Low,None,None,None,3.103316327,3,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a low level of color distortion, a high level of noise, and a high level of blurriness. The overall quality is rated as poor."
redandblack_40.ply,Completely Damaged,Medium,Low,Severe,Severe,Low,Medium,None,None,None,2.2,2,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a low level of color distortion, a severe level of noise, and a severe level of blurriness; on the geometric side, we observe a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
redandblack_41.ply,Completely Damaged,Medium,Low,Severe,Severe,Low,High,None,None,None,1.306122449,1,Bad,"From a perceptual viewpoint, the texture is completely damaged. Geometric distortions are characterized by a low level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a low level of color distortion, a severe level of noise, and a severe level of blurriness. The overall quality is rated as bad."
soldier_0.ply,Clearly Identifiable,Low,Low,Low,None,Low,Low,Medium,None,None,8.3203125,8,Good,"In this point cloud, the texture is clearly identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, a low level of scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_1.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,Medium,None,None,5.783333333,6,Fair,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_2.ply,Slightly distorted but identifiable,Low,Low,Low,None,Medium,None,High,None,None,5.832692308,6,Fair,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_3.ply,Distorted but identifiable,Low,Low,Low,None,Medium,None,High,None,None,6.175,6,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_4.ply,Distorted but identifiable,Low,Low,Medium,None,High,None,High,None,None,5.083333333,5,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a high level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
soldier_5.ply,Barely Identifiable,Low,Low,Medium,None,High,None,Severe,None,None,3.835459184,4,Poor,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_6.ply,Clearly Identifiable,None,Low,Low,None,None,None,None,None,None,9.583333333,10,Excellent,"Visually, the texture is clearly identifiable, with photometric distortions such as no perceptible brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
soldier_7.ply,Clearly Identifiable,Low,Low,Low,None,None,None,None,None,None,6.950255102,7,Good,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_8.ply,Slightly distorted but identifiable,Low,Medium,Low,None,None,None,None,None,None,7.24744898,7,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_9.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,None,None,None,None,None,5.813461538,6,Fair,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_10.ply,Distorted but identifiable,Low,Medium,Medium,None,None,None,None,None,None,4.516666667,5,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_11.ply,Distorted but identifiable,Low,High,High,None,None,None,None,None,None,3.909438776,4,Poor,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a high level of color distortion, a high level of noise, and no perceptible blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_12.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,7.615384615,8,Good,"In this point cloud, the texture is clearly identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_13.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,8.5234375,9,Excellent,"From a perceptual standpoint, the texture is clearly identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
soldier_14.ply,Slightly distorted but identifiable,Low,Low,Low,None,Medium,None,None,None,None,7.68877551,8,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_15.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,5.623076923,6,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
soldier_16.ply,Barely Identifiable,Low,Low,Medium,None,High,None,None,None,None,4.1171875,4,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness; on the geometric side, we observe a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_17.ply,Completely Damaged,Low,Low,High,None,Severe,None,None,None,None,1.934615385,2,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a high level of noise, and no perceptible blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
soldier_18.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,9.178571429,9,Excellent,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
soldier_19.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,8.1328125,8,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_20.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,5.765625,6,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_21.ply,Distorted but identifiable,Low,Medium,High,None,Medium,None,None,None,None,4.463461538,4,Poor,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness. The overall quality is rated as poor."
soldier_22.ply,Barely Identifiable,Low,Medium,High,None,High,None,None,None,None,3.1640625,3,Poor,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_23.ply,Completely Damaged,Low,Medium,Severe,None,Severe,None,None,None,None,1.491666667,1,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a severe level of noise, and no perceptible blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
soldier_24.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,7.816666667,8,Good,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_25.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,None,None,None,None,5.833333333,6,Fair,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. The overall quality is rated as fair."
soldier_26.ply,Distorted but identifiable,Low,Low,Medium,Low,Medium,None,None,None,None,4.5546875,5,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
soldier_27.ply,Barely Identifiable,Low,Low,High,High,High,Medium,None,None,None,1.7265625,2,Bad,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
soldier_28.ply,Completely Damaged,Low,Low,Severe,Severe,High,High,None,None,None,1.781887755,2,Bad,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a severe level of noise, and a severe level of blurriness, and geometric ones include a high level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
soldier_29.ply,Completely Damaged,Low,Low,"
",Severe,Severe,Severe,None,None,None,1,1,Bad,"From a perceptual viewpoint, the texture is completely damaged. Geometric distortions are characterized by a severe level of point density distortion, a severe level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a severe level of blurriness. The overall quality is rated as bad."
soldier_30.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,7.825,8,Good,"Visually, the texture is clearly identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
soldier_31.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,7.6640625,8,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_32.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,Low,None,None,None,None,4.334615385,4,Poor,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_33.ply,Barely Identifiable,Low,Low,Medium,Medium,Medium,Low,None,None,None,2.280769231,2,Bad,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
soldier_34.ply,Completely Damaged,Low,Low,Medium,High,Medium,Medium,None,None,None,1.8671875,2,Bad,"In this point cloud, the texture is completely damaged. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a high level of blurriness, while geometric artifacts include a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
soldier_35.ply,Completely Damaged,Low,Low,Medium,Severe,Medium,High,None,None,None,1.234693878,1,Bad,"From a perceptual viewpoint, the texture is completely damaged. Geometric distortions are characterized by a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a severe level of blurriness. The overall quality is rated as bad."
soldier_36.ply,Clearly Identifiable,Low,Low,None,None,None,None,None,None,None,8.65,9,Excellent,"Visually, the texture is clearly identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and no perceptible blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
soldier_37.ply,Slightly distorted but identifiable,Low,Medium,Low,Low,Low,None,None,None,None,7.084183673,7,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
soldier_38.ply,Distorted but identifiable,Low,Medium,Medium,Medium,Low,Low,None,None,None,4.358333333,4,Poor,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a medium level of blurriness, whereas geometric effects involve a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_39.ply,Barely Identifiable,Low,High,Medium,High,Low,Low,None,None,None,2.75,3,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
soldier_40.ply,Completely Damaged,Low,High,High,High,Low,Medium,None,None,None,2.320153061,2,Poor,"Visually, the texture is completely damaged, with photometric distortions such as a low level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
