Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
litchi_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,78.99324726,79,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
litchi_gsigma_0_tsigma_32.ply,Barely Identifiable,Low,Low,High,Low,Low,,,,,40.75832148,41,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness. The overall quality is rated as poor."
litchi_gsigma_2_tsigma_8.ply,Distorted but identifiable,Low,Low,Medium,Medium,Low,Low,,,,66.69196192,67,Good,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a medium level of blurriness. The overall quality is rated as good."
litchi_gsigma_2_tsigma_16.ply,Distorted but identifiable,Low,Low,Medium,Medium,Low,Low,,,,55.46141956,55,Fair,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a medium level of blurriness. Geometric artifacts such as a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
litchi_gsigma_2_tsigma_32.ply,Distorted but identifiable,Low,Medium,High,Medium,Low,Low,,,,39.75588339,40,Poor,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness. The overall quality is rated as poor."
litchi_gsigma_4_tsigma_8.ply,Barely Identifiable,Low,Medium,High,High,Low,Low,,,,39.07952026,39,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
litchi_gsigma_4_tsigma_16.ply,Barely Identifiable,Low,Medium,High,High,Low,Low,,,,43.39649489,43,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
litchi_gsigma_4_tsigma_32.ply,Barely Identifiable,Low,Medium,High,High,Low,Low,,,,32.56601573,33,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. The overall quality is rated as poor."
litchi_level_7.ply,Completely Damaged,Severe,High,Severe,Severe,Severe,,,,,2.482748258,2,Bad,,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a severe level of brightness distortion, a high level of color distortion, a severe level of noise, and a severe level of blurriness; on the geometric side, we observe a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
litchi_level_8.ply,Barely Identifiable,High,Medium,High,High,High,,,,,23.51904767,24,Bad,,"Visually, the texture is barely identifiable, with photometric distortions such as a high level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
litchi_level_9.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,88.25654022,88,Excellent,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
litchi_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,90.59614947,91,Excellent,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
litchi_pqs_1_qs_32_rounded.ply,Slightly distorted but identifiable,Low,Medium,Low,Low,Low,,,,,72.26469753,72,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
litchi_pqs_1_qs_48_rounded.ply,Distorted but identifiable,Low,Medium,Low,Medium,Low,,,,,43.15755648,43,Poor,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
litchi_pqs_1_qs_64_rounded.ply,Barely Identifiable,Low,High,Low,Medium,Low,,,,,32.09673457,32,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a low level of noise, and a medium level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
litchi_tsl_4_tqs_64.ply,Distorted but identifiable,Low,Low,Low,Medium,Low,,,Low,High,41.44995622,41,Poor,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
litchi_tsl_4_tqs_128.ply,Barely Identifiable,Low,Low,Low,High,Low,,,Low,High,33.92753037,34,Poor,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a high level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
litchi_tsl_4_tqs_256.ply,Barely Identifiable,Low,Medium,Low,High,Low,,,Low,High,24.48177139,24,Poor,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
litchi_tsl_4_tqs_512.ply,Completely Damaged,Low,High,Low,Severe,Low,,,Low,High,14.16383462,14,Bad,,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a low level of brightness distortion, a high level of color distortion, a low level of noise, and a severe level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
litchi_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,Low,,76.61593988,77,Good,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
litchi_tsl_6_tqs_128.ply,Distorted but identifiable,Low,Low,Low,Low,Low,,,Low,,66.52326242,67,Good,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
litchi_tsl_6_tqs_256.ply,Barely Identifiable,Low,Medium,Low,High,Low,,,Low,,38.63096165,39,Poor,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
litchi_tsl_6_tqs_512.ply,Completely Damaged,Low,Medium,Low,Severe,Low,,,Low,,21.54700544,22,Bad,,"From a perceptual viewpoint, the texture is completely damaged. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a severe level of blurriness. The overall quality is rated as bad."
litchi_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,89.13485285,89,Excellent,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
litchi_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,72.29047685,72,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
litchi_tsl_8_tqs_256.ply,Barely Identifiable,Low,Low,Low,High,Low,,,,,52.24182148,52,Fair,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
litchi_tsl_8_tqs_512.ply,Barely Identifiable,Low,Low,Low,Severe,Low,,,,,25.86577269,26,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and a severe level of blurriness. The overall quality is rated as poor."
mushroom_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,Low,,77.73240747,78,Good,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
mushroom_gQP_1_tQP_2.ply,Distorted but identifiable,Low,Low,Medium,Medium,Low,,Low,Medium,Low,43.61266042,44,Poor,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, a medium level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
mushroom_gQP_1_tQP_3.ply,Distorted but identifiable,Medium,Medium,Medium,High,Medium,,Medium,Low,Low,36.81092275,37,Poor,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
mushroom_gQP_2_tQP_1.ply,Distorted but identifiable,Medium,Medium,Medium,Medium,Medium,,High,High,Medium,60.55695582,61,Fair,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a medium level of blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, a high level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as fair."
mushroom_gQP_2_tQP_2.ply,Distorted but identifiable,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,Medium,46.37013719,46,Fair,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, a medium level of grid artifact, a medium level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
mushroom_gQP_2_tQP_3.ply,Distorted but identifiable,Medium,Medium,Medium,High,High,Low,High,High,High,30.96539789,31,Poor,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a high level of point density distortion, a low level of scattering artifact, a high level of grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_gQP_3_tQP_1.ply,Distorted but identifiable,Low,Low,Medium,Low,Medium,High,,High,High,30.04520696,30,Poor,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness. Geometric artifacts such as a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape are also present. The overall quality is rated as poor."
mushroom_gQP_3_tQP_2.ply,Distorted but identifiable,Medium,Medium,High,High,Medium,High,High,High,High,26.24890703,26,Poor,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a medium level of point density distortion, a high level of scattering artifact, a high level of grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_gQP_3_tQP_3.ply,Barely Identifiable,Medium,Medium,High,High,High,High,High,High,High,20.3048466,20,Bad,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, a high level of scattering artifact, a high level of grid artifact, a high level of missing region, and a high level of deformed shape are also present. The overall quality is rated as bad."
mushroom_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,Low,,84.701886375,85,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
mushroom_gsigma_0_tsigma_32.ply,Slightly distorted but identifiable,Low,Low,High,Low,Low,,,Low,,62.229366045,62,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
mushroom_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,Low,,71.83246419,72,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as good."
mushroom_gsigma_2_tsigma_16.ply,Distorted but identifiable,Medium,Medium,High,Medium,Medium,,,Low,Medium,50.201611085,50,Fair,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
mushroom_gsigma_2_tsigma_32.ply,Distorted but identifiable,Medium,High,Severe,High,Medium,,,Low,High,42.518151290000006,43,Poor,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a high level of blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape are also present. The overall quality is rated as poor."
mushroom_gsigma_2_tsigma_8.ply,Distorted but identifiable,Low,Low,High,High,Medium,,,Low,High,46.169905205,46,Poor,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a high level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_gsigma_4_tsigma_16.ply,Barely Identifiable,Medium,High,High,High,Medium,Low,,Low,Severe,40.696213175,41,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a severe level of deformed shape. The overall quality is rated as poor."
mushroom_gsigma_4_tsigma_32.ply,Barely Identifiable,High,High,High,High,High,Low,,Low,Severe,31.480732515,31,Poor,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a high level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness, while geometric artifacts include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a severe level of deformed shape. The overall quality is rated as poor."
mushroom_gsigma_4_tsigma_8.ply,Distorted but identifiable,Medium,High,High,High,Medium,Low,,Low,High,34.22734906,34,Poor,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_level_7.ply,Barely Identifiable,High,Severe,High,Low,High,Low,,High,High,3.822951858,4,Bad,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a high level of brightness distortion, a severe level of color distortion, a high level of noise, and a low level of blurriness, while geometric artifacts include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
mushroom_level_8.ply,Distorted but identifiable,Low,High,Severe,,High,,,Medium,Low,14.84418465,15,Bad,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a high level of color distortion, a severe level of noise, and no perceptible blurriness; on the geometric side, we observe a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape. The overall quality is rated as bad."
mushroom_level_9.ply,Slightly distorted but identifiable,,Low,Medium,,Medium,,,Low,,60.86093383,61,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as no perceptible brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
mushroom_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,Low,,89.21731077,89,Excellent,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
mushroom_pqs_1_qs_32_rounded.ply,Slightly distorted but identifiable,Low,High,Low,Medium,Low,,,Low,Medium,67.34013651,67,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a low level of noise, and a medium level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a medium level of deformed shape. The overall quality is rated as good."
mushroom_pqs_1_qs_48_rounded.ply,Slightly distorted but identifiable,Medium,High,Low,Medium,Low,,,Low,Low,44.95037706,45,Fair,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as fair."
mushroom_pqs_1_qs_64_rounded.ply,Distorted but identifiable,High,High,Low,High,Low,,,,Low,36.25293665,36,Poor,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a high level of brightness distortion, a high level of color distortion, a low level of noise, and a high level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape are also present. The overall quality is rated as poor."
mushroom_tsl_4_tqs_128.ply,Distorted but identifiable,Medium,High,Medium,High,High,Low,Medium,High,High,27.57543492,28,Poor,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness, and geometric ones include a high level of point density distortion, a low level of scattering artifact, a medium level of grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_4_tqs_256.ply,Barely Identifiable,High,High,Medium,High,Severe,Low,Severe,High,High,24.10406461,24,Poor,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a high level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness, whereas geometric effects involve a severe level of point density distortion, a low level of scattering artifact, a severe level of grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_4_tqs_512.ply,Barely Identifiable,High,High,Medium,Severe,Severe,Low,Severe,High,High,19.30076664,19,Bad,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a high level of brightness distortion, a high level of color distortion, a medium level of noise, and a severe level of blurriness; on the geometric side, we observe a severe level of point density distortion, a low level of scattering artifact, a severe level of grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
mushroom_tsl_4_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,Low,Low,Medium,Low,Low,High,High,22.77213695,23,Poor,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, a low level of grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_6_tqs_128.ply,Distorted but identifiable,Low,Medium,Medium,High,Medium,Low,Low,High,Medium,57.685960315,58,Good,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, a low level of scattering artifact, a low level of grid artifact, a high level of missing region, and a medium level of deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness. The overall quality is rated as good."
mushroom_tsl_6_tqs_256.ply,Barely Identifiable,High,Medium,Medium,High,Medium,Medium,High,Low,Medium,39.780837025,40,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a high level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, a high level of grid artifact, a low level of missing region, and a medium level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_6_tqs_512.ply,Barely Identifiable,High,High,Medium,Severe,Medium,Medium,Severe,Low,Medium,25.46694736,25,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a high level of brightness distortion, a high level of color distortion, a medium level of noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, a severe level of grid artifact, a low level of missing region, and a medium level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,Low,Medium,Low,Low,Low,43.37207065,43,Poor,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, a medium level of scattering artifact, a low level of grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Medium,Medium,Low,High,Medium,,Medium,Medium,Medium,77.97600123000001,78,Good,,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, a medium level of missing region, and a medium level of deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness. The overall quality is rated as good."
mushroom_tsl_8_tqs_256.ply,Distorted but identifiable,High,High,Medium,High,Medium,,Severe,Medium,High,54.0878804,54,Fair,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, a medium level of missing region, and a high level of deformed shape, and photometric distortions by a high level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness. The overall quality is rated as fair."
mushroom_tsl_8_tqs_512.ply,Barely Identifiable,High,High,Medium,High,Medium,,Severe,Low,Severe,32.76135347,33,Poor,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a high level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, a severe level of grid artifact, a low level of missing region, and a severe level of deformed shape. The overall quality is rated as poor."
mushroom_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,Medium,Low,Low,,,Low,Low,56.6494743,57,Good,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as good."
pen_container_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,,Low,,73.52634804,74,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
